title,aid,link,createtime,desc,ownertoken,like,coin,reply,share,favorite,view,danmaku
必须撤军,319134909,https://www.bilibili.com/video/BV1mw41117Mh,1696367147,-,3493095064734093,0,0,0,0,0,114,0
大明撤军，朝鲜君臣惊慌失措，竟然想自己打个胜仗来得到明军尊重，神逻辑,466222497,https://www.bilibili.com/video/BV1m5411Z7dz,1643525317,-,433236264,272,3,19,6,34,22486,31
路见不平有人一声吼。希望侵略者早日撤军,741150836,https://www.bilibili.com/video/BV1Hk4y1L7sA,1684147790,-,1709531363,2,0,5,0,1,252,0
撤军！撤军！,488599767,https://www.bilibili.com/video/BV1dN41127VC,1689570564,-,520291031,1,0,0,0,1,132,0
特朗普：拜登的阿富汗撤军行动太失败 小孩都知道军人该最后走,683599453,https://www.bilibili.com/video/BV1TS4y1w77F,1651235733,特朗普：拜登的阿富汗撤军行动太失败 小孩都知道军人该最后走,3893622,95,0,6,5,12,3008,1
面对鬼子一致对外！国军撤退不忘留下弹药，留给咱新四军的弟兄！,313170337,https://www.bilibili.com/video/BV1cP411m7vQ,1683007390,面对鬼子一致对外！国军撤退不忘留下弹药，留给咱新四军的弟兄！,3493132201101579,226,1,33,1,8,13335,3
上帝撤回了一名特勤,528031312,https://www.bilibili.com/video/BV1HM411G753,1682855207,为了队友，永远可以相信我！,508362038,1355,6,7,1,76,22155,1
巴铁遭美国挑战？美撤军阿富汗后盯上巴基斯坦，中巴友谊何去何从,630829006,https://www.bilibili.com/video/BV1Kb4y1Z72y,1622460686,巴铁遭美国挑战？美想在巴基斯坦驻军跟中国竞争，中巴友谊何去何从？,2129478102,3547,179,136,48,313,45933,108
35年前，苏军从阿富汗撤军的珍贵影像！,1300647063,https://www.bilibili.com/video/BV1Su4m1P7ap,1708105171,,1852114231,22,0,0,0,4,270,0
美国完成从阿富汗撤军 塔利班鸣枪庆祝,847662436,https://www.bilibili.com/video/BV1VL4y1Y7mU,1630466611,,495310202,17,0,1,0,2,210,0
司马懿识破诸葛亮的空城计，为什么还选择撤军？,235863828,https://www.bilibili.com/video/BV1Me411Q7hA,1699694603,-,470343301,0,0,0,0,0,84,0
"乌克兰总统 只有俄撤军, 才会考虑停火",921866745,https://www.bilibili.com/video/BV1wu4y1372F,1701912272,,81964422,0,0,1,0,0,188,1
和谈已经开始，3个旅1.2万兵围攻腊戌这次真的会撤军吗？,751172890,https://www.bilibili.com/video/BV1Wk4y1Q7ZH,1705106989,-,480784649,126,4,35,4,9,6974,10
张召忠：越南战争美没占到便宜，灰头土脸的撤军别提多老实！,583153151,https://www.bilibili.com/video/BV1wz4y1d784,1589465379,腾讯视频,437558197,164,1,13,1,13,8863,1
电影照进现实？美军阿富汗撤军神似2012,717546250,https://www.bilibili.com/video/BV1FQ4y117co,1629591374,凭直觉做的视频，看(～￣▽￣)～,434285531,11,0,3,3,2,326,0
别以为俄罗斯从叙利亚撤军是对土耳其认怂，俄罗斯考虑的非常周全,87949081,https://www.bilibili.com/video/BV1e741147VG,1581323080,别以为俄罗斯从叙利亚撤军是对土耳其认怂，俄罗斯考虑的非常周全,341024979,2,0,0,0,1,431,0
联大紧急会议通过乌克兰局势决议草案 要求俄停火并撤军 中国代表发言,254477457,https://www.bilibili.com/video/BV1oY411G7AF,1646281146,3月2日，联合国大会第11次紧急特别会议投票，以超过2/3的赞成票通过了乌克兰局势决议草案，要求俄罗斯立即停火，并从乌克兰撤军。,526235992,815,3,101,13,52,15052,5
美国撤军后，阿富汗将成恐怖大本营？中国送中亚五国定心丸,290530926,https://www.bilibili.com/video/BV19f4y1a7zc,1621047836,美国撤军后，阿富汗将成恐怖大本营？中国送中亚五国定心丸,306842296,701,4,23,3,17,27513,12
乌军战败撤军，拿下阿瓦迪夫卡后，俄军下一个目标是哪里？,1400989235,https://www.bilibili.com/video/BV1Tr421s7uw,1708244917,乌军战败撤军，拿下阿瓦迪夫卡后，俄军下一个目标是哪里？,691052314,638,25,139,12,38,25080,26
西凉将士，随我撤军！,746017954,https://www.bilibili.com/video/BV18k4y1w7Ri,1695012694,没有,34063312,4,0,1,0,0,169,0
印度又出幺蛾子，“代表”中国公布撤军方案，理由是扛不住了,415365951,https://www.bilibili.com/video/BV1hV411a7FP,1605345029,印度时报》近日引述消息人士的话称，中印双方已同意从班公湖附近的“摩擦点”撤军，印度还煞有其事的公布了一份“撤军方案”。,306842296,3426,27,257,19,78,114561,146
混剪 x 周生辰一句撤军…绝望的撕裂感,357630230,https://www.bilibili.com/video/BV1RX4y1i7JA,1687753882,-,35438412,33,1,0,0,5,380,0
神预言！2019年预测美国阿富汗撤军时间,547467061,https://www.bilibili.com/video/BV1iq4y1M7fZ,1629337730,来源：局座召忠,2017271280,7920,313,373,1332,537,128816,79
最后关头，莫迪作出重大妥协，印度已同意撤军，释放十分明确信号,876803982,https://www.bilibili.com/video/BV1WN4y1e7rD,1701844981,在穆伊兹与莫迪会面后，莫迪终于做出重大妥协，随着印度同意从马尔代夫撤军，马尔代夫当局释放了非常明确的信号。,1406916849,257,0,39,2,9,19235,7
比中国士兵更加抗冻？印度拒绝从边境撤军，数万大军将陷入绝境,244364509,https://www.bilibili.com/video/BV1ov411y7Qh,1597810355,比中国士兵更加抗冻？印度拒绝从边境撤军，数万大军将陷入绝境,306887340,8010,105,1299,84,264,183264,820
这是苏联从阿富汗撤军的真实一幕，毒刺导弹成为所有飞行员的噩梦,269148625,https://www.bilibili.com/video/BV1yc411L7CE,1679916856,,508667785,7195,46,229,18,503,389206,100
俄罗斯说在乌克兰边境演习完撤军了，西方说这是恫吓,715360056,https://www.bilibili.com/video/BV1TQ4y1f7ou,1619870133,俄罗斯说在乌克兰边境演习完了撤军了，西方说这是恫吓，西方也要展示力量。西方有专家说：俄罗斯这一次是展示了新武器，也展示了远距离调兵的能力，这是恫吓乌克兰和西方，西方也要展示自己的武力，以表示反击俄罗斯的决心。话说美国派了两艘军舰过去，最后不是又没过去吗？西方人也是软的欺硬的怕，老虎不发威它就当你是病猫。,1739112761,39,2,3,2,3,717,1
尼日尔局势 法国彻底服软！撤军！,491384781,https://www.bilibili.com/video/BV1QN411J789,1695599390,-,1647338262,31,2,48,8,5,1116,0
1975年 安哥拉独立建国  葡萄牙撤军,291344721,https://www.bilibili.com/video/BV1cf4y1b7ir,1624732205,"https://m.youtube.com/watch?v=ToCJVs01qgc
安哥拉编程不是葡萄牙的力",589667323,106,2,28,13,72,4692,5
深度解析：美军方明确反对从阿富汗撤军，为什么拜登还坚持要撤？,630284644,https://www.bilibili.com/video/BV1Y84y1F7SU,1619755462,深度解析：美军方明确反对从阿富汗撤军，为什么拜登还坚持要撤？,1848537597,343,29,21,4,22,6409,23
要么你撤军， 要么就同归于尽 ！,452213019,https://www.bilibili.com/video/BV1nj411p7sj,1702386033,-,3493105609214120,4,0,1,1,0,160,0
普京批评美国从阿富汗仓促撤军 造成人道主义灾难,462780120,https://www.bilibili.com/video/BV1QL411477e,1630825866,,495310202,28,2,0,1,3,445,0
阿富汗撤军,707302095,https://www.bilibili.com/video/BV1tQ4y1g7Ww,1702707757,又名：撤退；从多个角度记录了美国在阿富汗20年战争的最后9个月,3493115765721170,16,4,2,0,14,683,3
曹操盖饭，但是撤军言和,239029788,https://www.bilibili.com/video/BV1Qe41117Uk,1705816786,曹操盖饭,3494356044482882,1,0,0,0,1,102,0
苏联军队从阿富汗撤军（1989.02.05《时间》放送）,381370974,https://www.bilibili.com/video/BV1hZ4y1o7hu,1644115477,"https://m.youtube.com/watch?v=H90TcT-EM2A&amp;t=26s

苏联军队从阿富汗撤军。 时间。  1989年2月5日播出
来自阿富汗的 M.列辛斯基和M.加尼耶夫关于苏联军队撤出的报告。与共青团中央委员会第一书记V.米罗年科交谈。苏联中央电视台播音员尤里·彼得罗夫在演播室。

“时间”程序的信息图。  1989年2月5日播出
信息主编辑部，1989",269443205,53,2,9,6,56,2357,1
“伙计们，我们正在装货，我们要回家了”，瓦格纳 部队正准备从罗斯托夫市中心撤军,827725273,https://www.bilibili.com/video/BV1Lg4y1N7DP,1687630463,-,490823911,60,3,69,19,6,5199,2
美撤军在即，伊拉克也坐不住了，公开打脸美司令：我们不需要外军,715372402,https://www.bilibili.com/video/BV13Q4y1f7vc,1619871332,随着美国及其盟友从阿富汗撤军的日期临近，美军何时能从伊拉克等其他热点地区撤离也成了外界颇为关注的话题。但目前看来，好不容易痛下决心从阿富汗撤军的美国，不太可能会主动“放弃”美军在其他地区的部署。此前伊拉克媒体援引美媒消息报道称，当前美中央司令部并没有关于从伊拉克撤军的计划。目前美国在该地驻扎有2500名军事人员，此外还有3000名外国士兵被部署在伊拉克。,1429732311,8,0,0,0,0,716,0
美国众议院否决“美军从叙利亚撤军”提案 “撤军会威胁盟友的安全！”,225643853,https://www.bilibili.com/video/BV1h8411c7kb,1678328489,,434967552,582,2,67,18,31,7387,3
⚡️撤军，言和⚡️,876994592,https://www.bilibili.com/video/BV1kN4y1a73D,1702109938,-,1348172516,7,2,0,0,1,129,0
面对真主党袭击，以军没底气了，不敢把坦克放边境，但又不想撤军,237847315,https://www.bilibili.com/video/BV1De411z7Mn,1703574553,以军现在明显是没有任何的底气，而真主党武装不断的对以军进行打击，不光是摧毁了以军很多的目标，给以军带来了很大的压力，同时还牵制了以军大量的兵力。,606464177,300,7,36,2,9,7334,9
瓦格纳撤军！军事政变终于结束，瓦格纳与俄罗斯国防部达成协议，危机和平解决,827636509,https://www.bilibili.com/video/BV1mg4y1P7oZ,1687643329,,3493079862479399,4431,160,1802,1356,464,328753,340
拜登称不后悔撤军：阿富汗不愿为自己而战，那美军也不用打了！,292459218,https://www.bilibili.com/video/BV15f4y1G7cT,1629156111,当地时间16日，美国总统拜登就阿富汗局势发表讲话。拜登指出，美国的目标从来不是帮助阿富汗进行国家建设，而是防止对美国的恐怖袭击。拜登称不后悔撤军决定，批阿富汗政府领导人逃走，表示美国军队不应该为此而战，因为阿富汗军队都不愿为自己而战。,328271007,3266,88,1683,505,1047,185474,301
撤军，视频有点烂,702041833,https://www.bilibili.com/video/BV1Sm4y1H7y1,1691621971,第一次做，有点烂，不要介意,3537112771070156,4,0,1,1,1,190,2
再探再报，2月17日俄乌局势，乌克兰军队在阿夫杰耶夫卡重镇正在溃败，乌克兰总司令宣布在将剩余的几千名士兵从阿夫杰耶夫卡撤军#俄乌冲突,1650701085,https://www.bilibili.com/video/BV1cj42197GC,1708143843,家人们给猴哥一个三连吧，感谢各位观众老爷的支持，你们的支持是我更新的动力,1433031509,1154,35,48,12,49,19734,12
遭“抛弃”？美撤军致阿富汗翻译人员安全堪忧,461732607,https://www.bilibili.com/video/BV1bL411H77v,1626184816,自美国及其北约盟国军队开始撤离阿富汗以来，塔利班已发动多轮攻势，频频与阿富汗政府军交火。美军撤离也让留在阿富汗的翻译人员的安全问题日益严峻。美国全国广播公司报道，塔利班将数千名阿富汗承包商和翻译人员视作叛徒。 http://t.cn/A6fOzxD9 ,176247665,59,0,4,0,2,334,0
撤军！！,833317470,https://www.bilibili.com/video/BV1Yg4y19798,1699680845,心平气和的曹操,3546559497112517,4,0,0,0,0,85,0
阿富汗政府的官方视频展示了美军在从阿富汗撤军期间遗弃的军事装备。 ,909050067,https://www.bilibili.com/video/BV1jM4y1z79S,1679659762,-,1113857606,20,0,6,1,0,148,0
中国人民志愿军撤军原因—毛主席促进朝鲜实现“独立自主”,740688162,https://www.bilibili.com/video/BV1Hk4y1E7q8,1682981086,介绍中国人民志愿军撤军的真正原因,1519761979,5,0,0,1,1,199,1
叙利亚效应：土耳其以色列能源合作；伊拉克握手伊朗边境撤军,319089323,https://www.bilibili.com/video/BV1Ww41117tp,1695948844,-,493472887,662,30,59,17,67,32837,10
瓦格纳同意撤军，达成了目标,615213687,https://www.bilibili.com/video/BV1Wh4y1g7ez,1687639212,绍伊古和格拉西莫夫职位被调，因为他两搞了一些内斗的事情,396740048,198,0,43,5,6,8576,0
美陆军中校要求军方高层为撤军伤亡负责，次日被解职,377647245,https://www.bilibili.com/video/BV1Ef4y1N7Pm,1630117196,https://www.youtube.com/watch?v=TjCsg9-de2c,10330740,21997,142,1653,422,763,328207,482
“美军赖着不走？”美军最高将领突访叙利亚称“撤军会危及美国安全”，当天美军偷走大量石油,225559927,https://www.bilibili.com/video/BV1o8411F7Vm,1678081467,,343289809,735,2,33,25,50,5340,2
2002年，车臣恐怖分子绑架人质要求撤军，普京态度坚决不同意,542956424,https://www.bilibili.com/video/BV12i4y1V7Y6,1606400056,出自《彩云历史另一面》,37823319,40,1,3,6,7,6762,0
兵临莫斯科后和谈了！瓦格纳撤军！,870181991,https://www.bilibili.com/video/BV1EV4y1y7gM,1687652849,这个世界非常抽象，不过还没结束，拭目以待,476481724,719,28,148,32,43,13247,17
拜登坚称撤军是正确决定，承认阿富汗崩溃比预期快,547489969,https://www.bilibili.com/video/BV1yq4y1M7JS,1629162753,美国有线电视新闻网（CNN）最新消息称，美国总统拜登当地时间16日在白宫就阿富汗局势发表讲话时承认，阿富汗政府的垮台和塔利班重新掌权的速度比美国政府预期的要快，他还坚称结束美国在阿20年战争是“正确的决定”。 与此同时，拜登还就阿富汗出现的危机指责阿富汗政府和美国前总统特朗普。,483787858,1356,4,98,17,42,15193,17
【aph黑塔利亚】时事向  手书  英/国在阿富汗的撤军,547822173,https://www.bilibili.com/video/BV11q4y1T7LZ,1630932943,第一次画同人，画技不好，这次纯属脑洞产物。,484013554,894,14,30,37,217,8358,6
电视剧《解放》邱清泉怕商丘，华野主动撤军,540566911,https://www.bilibili.com/video/BV1Ci4y1x7YP,1589013244,-,411499449,12,0,6,0,1,3228,7
美国从阿富汗撤军，留下大量的武器装备，塔利班进行美式大阅兵,632790127,https://www.bilibili.com/video/BV1nb4y1U7Qs,1630599741,美国从阿富汗撤军，留下大量的武器装备，塔利班进行美式大阅兵,414616820,5,0,0,1,2,295,1
#俄罗斯回应:演戏结束，从乌克兰撤军#拜登=白等,724029973,https://www.bilibili.com/video/BV1yS4y1C7zd,1645007435,-,1832131480,1,0,0,0,0,60,0
瓦格纳撤军了，希望俄罗斯不要急于清算，团结是当前大局！,700127731,https://www.bilibili.com/video/BV1rm4y1e7Rh,1687652581,"凤凰
瓦格纳撤军了，希望俄罗斯为了团结不要清算",1252072161,60,0,102,5,7,8506,3
美德两国闹翻了?美国威胁从德国撤军，俄罗斯笑开了花！,286112703,https://www.bilibili.com/video/BV1gf4y117rb,1592631694,世界变天了！美德两国闹翻了?美国威胁从德国撤军，俄罗斯笑开了花！向德国施压？特朗普宣布撤军近万人，美总统又把美国坑了！,550979947,2810,137,618,64,364,85302,221
高丽王京都被占领，萧排押你叫我撤军！我先砍了你！耶律隆绪勃然大怒，高丽契丹战争15,238891028,https://www.bilibili.com/video/BV1He41117Mt,1705466796,高丽契丹战争15,435146702,53,2,16,0,11,6081,1
瓦格纳撤军,912749054,https://www.bilibili.com/video/BV14M4y1J7mf,1687632186,-,482294957,3,0,0,0,0,213,0
拜登说谎？美军方听证会直言曾建议不完全撤军阿富汗,505870393,https://www.bilibili.com/video/BV1jg411F7hd,1632895350,据美国PBS新闻一小时报道，参议员军事委员会举行的听证会上，军方领导人表示今年早些时候，他们曾建议现在还不是撤军阿富汗的时候，这反驳了拜登说过的军方支持撤军的决定。美国中央司令部司令麦肯齐说：“2500是留在阿富汗很合适的军队人数，如果低于这个数字我们就可能会看到阿富汗前政府和政府军的溃败。” 而拜登曾表示没有人给过他类似军事建议。,321691718,167,0,17,1,7,4182,4
这一幕，让网友联想到了“阿富汗撤军”,207682771,https://www.bilibili.com/video/BV1jh411W75q,1630027666,26日，美国白宫上空电闪雷鸣，一道闪电闪过，把白宫门口守卫的哨兵吓得一哆嗦。于是，这位哨兵迈着略带优雅的步伐，打开门“撤退”了。这段视频在互联网上被热传，有网友揶揄，这哨兵都比拜登懂得如何体面地撤退。还有网友愤怒地称，这就是上帝给拜登的警告，拜登应当辞职。,10330740,21913,120,1216,311,583,380204,475
以色列打不下去了，战略布局、战术劣势、精锐撤军、美防长失败论,707702568,https://www.bilibili.com/video/BV1mQ4y1u7XN,1703305977,,616975713,497,16,20,11,26,13388,7
俄宣布从赫尔松部分地区撤军,689999999,https://www.bilibili.com/video/BV1324y1277K,1668044574,-,1573675277,79,2,46,16,8,8664,0
澳大利亚将从阿富汗撤军,715132680,https://www.bilibili.com/video/BV1oQ4y1o7MU,1618744877,"-
澳大利亚将从阿富汗撤军",176247665,42,0,9,1,2,300,0
2023真实纪录片《撤退》，美军从阿富汗撤军后塔利班有多疯狂？,398556397,https://www.bilibili.com/video/BV1to4y1V7es,1683977272,,439754933,278,2,93,9,88,14078,16
苏联军队从东德撤军,52387965,https://www.bilibili.com/video/BV1y4411a7Fv,1557755397,https://m.365yg.com/group/6647319341807174148/?app=video_article&amp;timestamp=1557754639&amp;utm_source=copy_link&amp;utm_medium=android&amp;utm_campaign=client_share,179403090,9,0,1,3,6,1059,0
萨达姆（四）：21天打完9年后才撤军，伊拉克战争打什么？,899992407,https://www.bilibili.com/video/BV1PP4y1f7BE,1661572791,萨达姆（四）：21天打完9年后才撤军，伊拉克战争打什么？,517043123,22,0,0,1,1,352,0
只会撤军的屑（,230311978,https://www.bilibili.com/video/BV1Rh411P7V3,1687961727,"114514
啊啊啊啊啊啊啊啊啊阿啊啊啊啊啊啊阿啊，阿啊，阿啊，阿啊，阿啊，阿啊，阿啊，阿啊，阿啊，阿啊阿啊啊",701379278,1,0,1,0,0,156,1
美帝从所罗门狼狈撤军！,747812623,https://www.bilibili.com/video/BV1AC4y1H7a4,1698649254,,33676381,4,0,2,0,0,120,0
老蒋让我瘸着走，是解放军给我一次重新站起来的机会！,232867495,https://www.bilibili.com/video/BV1W8411z7br,1693061183,老蒋让我瘸着走，是解放军给我一次重新站起来的机会！,590480732,3702,397,20,7,14207,509078,5
美军撤军之前海六在阿富汗也执行过PSD曝光少量图片，美军高级将领有这么一群海军TIER1的战士做私人保镖心里也安心多了。,610670032,https://www.bilibili.com/video/BV1f84y1P7Wc,1678289855,Instagram,117561822,176,5,17,6,124,4933,3
解放军撤军也让印度吓得不轻？印高层人士惊醒，从未认识到的四点,459253037,https://www.bilibili.com/video/BV1v5411E7JS,1614130021,解放军撤军竟也让印军高层吓得不轻？他们突然惊醒，明白以前从未认识到的哪四个危机？敬请关注本期节目（A梦）,396601031,1141,36,61,18,145,139074,72
叙军事专家：俄撤军赫尔松 是为避免乌军炸坝水淹风险 或将部署大规模进攻,389881438,https://www.bilibili.com/video/BV1id4y1r7X3,1668141476,,416220301,4255,11,432,49,196,58090,37
美国人报复心强，不可能对撤军耻辱善罢甘休,675052857,https://www.bilibili.com/video/BV17U4y1j78b,1629721556,美国人报复心强，不可能对撤军耻辱善罢甘休,649022917,5950,94,258,30,116,54448,164
#阿富汗##阿富汗撤军##西贡铁拳##美,804985047,https://www.bilibili.com/video/BV1Vy4y1574n,1629123075,"#阿富汗##阿富汗撤军##西贡铁拳##美军撤离阿富汗#
美军机撤离阿富汗，在机场滑行准备起飞",2048102274,25,0,4,32,14,3070,1
美国终于撑不住了！突然宣布从伊拉克撤军，,241844200,https://www.bilibili.com/video/BV1ue411J77V,1706367425,-,1454861735,4,0,0,0,0,398,0
巴赫穆特撤军不可能的，反而加紧进攻才是真的，经过统计，昨天的控制地区为，5.73%,400798626,https://www.bilibili.com/video/BV1zo4y1A797,1683427763,-,386852645,54,0,36,1,2,3927,1
联合国成大国吵架现场，14国与印度彻底撕破脸皮，要求其立马撤军-,332041014,https://www.bilibili.com/video/BV1LA411T7QR,1615267547,,703216630,1520,14,170,14,111,137451,68
乌克兰撤军后，拜登甩锅给国会，王毅说了句大实话,1150847617,https://www.bilibili.com/video/BV1aZ4211744,1708330721,乌克兰撤军后，拜登甩锅给国会，王毅说了句大实话,1848537597,1708,45,110,14,59,53926,104
美国内战？美26州州长反对拜登政府，白宫威胁称，如果德克萨斯州国民警卫队不撤军并解除边境封锁，将对他们采取行动。,624315068,https://www.bilibili.com/video/BV11b4y1A7nW,1706366716,-,476403946,81,4,32,39,9,9193,4
不伺候拜登了！美州长宣布从华盛顿撤军：让士兵睡车库是国家耻辱,331342962,https://www.bilibili.com/video/BV1nA411p7uU,1611579281,不伺候拜登了！美州长宣布从华盛顿撤军：让士兵睡车库是国家耻辱,306842296,4936,37,231,50,418,215881,115
【跨过鸭绿江19】志愿军用血肉之躯击败美军的坦克集群，并成功将美帝打回了谈判桌,764642921,https://www.bilibili.com/video/BV1nr4y1X7Fg,1638702697,电视剧《跨过鸭绿江》第32-33集,2143309521,1995,953,159,29,315,90787,242
俄军为何在美国选举后才撤军？不让拜登和民主党获利,347395334,https://www.bilibili.com/video/BV1Pd4y1F7wx,1668087708,俄军为何在美国选举后才撤军？不让拜登和民主党获利,649022917,1777,17,68,15,31,11678,5
秦军缺衣少粮艰苦作战，运粮官被活活饿死，嬴渠梁建议撤军遭反对,860074423,https://www.bilibili.com/video/BV11G4y1f7qG,1668157923,,1801773018,124,17,17,8,15,13278,24
以大规模撤军，揭穿一个鬼故事,878148943,https://www.bilibili.com/video/BV1vN4y1B7td,1704206568,以大规模撤军，揭穿一个鬼故事,1998165903,939,96,18,14,44,7527,10
以军单方面发动大型地面进攻，后又立马撤军！此举背后端倪初现?,705219236,https://www.bilibili.com/video/BV1KQ4y1H7ML,1698321030,根据最新收到的消息，以色列军方单方面透露说，以色列在昨天晚上对加沙地带发动了地面进攻，但目前还没有第二个独立的消息来源予以印证，如果属实的话这意味着什么，局势下一步会怎么走？,651328458,2450,315,147,65,140,100816,285
布林肯警告后，集安组织宣布撤军，普京怕了？,978109388,https://www.bilibili.com/video/BV1t44y157aH,1641990638,布林肯警告后，集安组织宣布撤军，普京怕了？,649022917,4995,103,205,47,111,44423,34
美军宣布从德国撤军约1.2万人,329027522,https://www.bilibili.com/video/BV1TA411Y7M8,1596084630,"https://video.weibo.com/show?fid=1034:4532345173377033
美国防长埃斯珀29日表示，美军计划从德国撤军约1.2万人，美军欧洲司令部也将从德国斯图加特撤出，迁至比利时。美军未来还计划将陆军第五军新建指挥部轮调至波兰。今年重启的第五军主要目标之一就是加强美军在欧洲行动能力。（总台记者林伟大）",176247665,25,0,0,2,2,202,0
三国杀“新歌王”新服骆统摸空牌堆！358团团长看后连夜撤军,300288469,https://www.bilibili.com/video/BV1kf4y1f7Qh,1656291614,"骆统（十周年） 男 吴 3/3 限定专属
【仁政】
锁定技，当有伤害被减少或防止后，你摸两张牌。
【进谏】
当你造成伤害时，你可令此伤害+1，若如此做，你此回合下次造成的伤害-1且不能发动“进谏”；当你受到伤害时，你可令此伤害-1，若如此做，你此回合下次受到的伤害+1且不能发动“进谏”。",40078060,417,43,131,124,28,29118,11
如果关羽生擒于禁之后撤军休整，三国的历史会怎样改写,817590376,https://www.bilibili.com/video/BV1oG4y1t7eB,1668332216,-,1674997658,121,2,291,5,13,16584,29
塔利班接连警告之后，拜登决定按期撤军：越快越好，多一天都有风险,505074848,https://www.bilibili.com/video/BV1cg411L7Ya,1629852147,8月31日的美国撤军最后期限将至。据美媒消息，当地时间8月24日美国总统拜登在白宫发表讲话时表示，美国正在加快步伐，准备在8月31日之前完成从阿富汗撤离的行动。报道称，不过拜登并未排除延长最后期限的可能性。,328271007,424,4,42,2,16,6447,7
俄罗斯刚撤军，乌克兰又向争议地区发火？但为啥选了乌东？,296661077,https://www.bilibili.com/video/BV11F411E7mv,1645186878,原本已经准备好座椅板凳，打算看一看美国口中所说的俄罗斯突突乌克兰这个事，将会以什么样的方式来实现，可随着普帝一招釜底抽薪，麻利的带着大部队回家，似乎所有的事情都已然落幕，然乌克兰又突然向争议地区开火？俄乌之间再起波澜，美国在其中扮演了什么？虽然这场戏不知道还能唱多久，但留给美国的时间不多了！,442848978,856,86,75,7,63,18826,15
印度在谈判中提出的条件很搞笑：中国必须撤军，让印军自由出入,287194020,https://www.bilibili.com/video/BV1Cf4y1D7MU,1600782782,印度在谈判中提出的条件很搞笑：中国必须撤军，让印军自由出入,649022917,14084,276,1712,212,538,531435,2060
⚡️《啊撤军》⚡️,616774055,https://www.bilibili.com/video/BV14h4y1w7cg,1691080721,-,3493144482023920,5,0,0,0,2,171,0
撤军了！美国大兵回家很感人,505501810,https://www.bilibili.com/video/BV1Pg411c72a,1632135327,百度,2016562892,4,0,1,1,5,447,0
俄罗斯陆续撤军，美国预言失败？吴子嘉：暗盘交易已经完成了,211624434,https://www.bilibili.com/video/BV1Ka411C7x6,1645000697,,676917410,648,13,84,22,31,32492,35
1979年中央下令撤军，许世友连下3道命令，让越南至今无力翻身,638441095,https://www.bilibili.com/video/BV1LY4y1Y7SF,1650858878,1979年中央下令撤军，许世友连下3道命令，让越南至今无力翻身,1840794984,974,53,58,29,183,85149,53
印度在联合国遭围攻，14国联手力挺巴基斯坦，要求新德里立即撤军,886941690,https://www.bilibili.com/video/BV1tK4y1J7s2,1614452930,印度在联合国遭围攻，14国联手力挺巴基斯坦，要求新德里立即撤军,505364581,2533,17,251,11,115,71060,131
果然中计、俄军撤军不简单、,563021595,https://www.bilibili.com/video/BV1Uv4y127Cs,1669423396,,3493082993527465,62,4,3,1,7,1514,2
瓦格纳撤军，虚晃一枪？大批燃烧弹从天而降，乌军单日战死达600,528370593,https://www.bilibili.com/video/BV1LM41137NP,1683456092,俄罗斯瓦格纳雇佣兵集团创始人普里戈津嘴上说现在严重缺乏弹药，他手底下的狠活一点没停，瓦格纳雇佣兵对巴赫穆特市区西部乌军最后的核心阵地发起的攻势依然是非常猛。,606464177,983,33,103,15,34,32087,84
等我吃饱了就撤军,409355483,https://www.bilibili.com/video/BV1aG411v7KZ,1701767501,-,3494364558920660,0,0,0,0,0,2,0
如果边境印军再不撤军，会有什么下场？五角大楼给出3个警告,500299254,https://www.bilibili.com/video/BV1oK411G7pR,1605424492,如果边境印军再不撤军，会有什么下场？五角大楼给出3个警告,455884277,4,0,0,0,0,207,0
大规模撤军、以色列打不动了,325902323,https://www.bilibili.com/video/BV1xw411u7R4,1704673099,,393899529,28,2,1,1,4,1065,1
主公一介匹夫，哪来胆识攻我衮州，撤军！！,743552442,https://www.bilibili.com/video/BV1Vk4y157Wo,1689735436,-,1391822901,7,0,2,0,3,198,0
在阿富汗撤军两年后，美国的信誉已经跌至谷底,787933165,https://www.bilibili.com/video/BV1J14y1y7UG,1693524907,在阿富汗撤军两年后，美国的信誉已经跌至谷底,649022917,884,8,33,2,13,4588,1
2022年底前从乌克兰撤军？佩斯科夫：不可能！,776357985,https://www.bilibili.com/video/BV1814y1N7GK,1671001575,据俄罗斯《观点报》网站12月13日报道，俄罗斯总统新闻秘书佩斯科夫表示，俄罗斯不可能在2022年底前从乌克兰撤军。报道称，佩斯科夫回应说：“这无从谈起。”他强调，乌方应关注近期业已形成的现实情况。这位克里姆林宫发言人说：“现实情况是，在这些地区举行的公投结束后，俄罗斯出现了新主体。”他总结说，不考虑这些现实就不可能在调解局势上取得进展。据报道，德国总理朔尔茨早些时候表示，在同俄罗斯进行军控谈判前，必须先通过俄撤军的方式停止在乌克兰的作战行动。,6250993,600,4,493,18,102,23175,1
【实拍】美第18空降军协助阿富汗撤军行动画面曝光 大量阿富汗人转移,890037283,https://www.bilibili.com/video/BV13P4y1p7KF,1629904404,"视频中美军隶属第18空降军第503宪兵营，视频时间为8月22日，地点在科威特的美军基地。
画面中的阿富汗人会在这里短暂停留后送往位于德国的拉姆斯泰因空军基地，之后再被送往最终目的地。",9649829,13,0,8,0,19,1891,13
